#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.47 -0.17  0.81181 -0.482 3.708  4.608 11.60  0.000 0.00 17.574 19.145 18.672 17.796 17.292 16.874 16.292 15.813 15.758  0.812 
 1   9.47 -0.17  1.19400  0.455 3.813  4.258 12.10  0.000 0.00 15.733 16.139 16.191 15.742 15.461 15.211 14.917 14.683 14.663  1.194 
 1   9.47 -0.15  0.40252 -1.591 3.586  4.923  8.40  0.000 0.00 17.148 20.697 19.592 18.271 17.353 16.461 15.480 14.875 14.707  0.403 
 1   9.47 -0.15  0.89019 -0.280 3.735  4.555  9.30  0.000 0.00 14.771 15.946 15.670 14.900 14.462 14.091 13.592 13.186 13.143  0.890 
 1   9.47 -0.15  0.61677 -1.037 3.635  4.750 10.20  0.000 0.00 17.563 20.392 19.413 18.246 17.494 16.887 16.055 15.382 15.281  0.617 
 1   9.47 -0.15  1.14552  0.338 3.804  4.320 10.70  0.000 0.00 14.626 15.082 15.125 14.641 14.341 14.077 13.762 13.509 13.487  1.146 
 1   9.47 -0.15  1.13374  0.304 3.801  4.337 11.00  0.000 0.00 15.010 15.482 15.522 15.027 14.722 14.453 14.131 13.872 13.850  1.134 
 1   9.47 -0.11  0.46079 -1.453 3.594  4.878  8.90  0.000 0.00 17.302 20.691 19.619 18.333 17.445 16.617 15.664 15.030 14.882  0.461 
 1   9.47 -0.09  0.68095 -0.877 3.650  4.695 10.40  0.000 0.00 17.362 19.964 19.037 17.929 17.230 16.680 15.895 15.241 15.156  0.681 
 1   9.47 -0.07  0.87243 -0.355 3.723  4.570 11.20  0.000 0.00 16.858 18.246 17.853 17.022 16.553 16.162 15.625 15.188 15.140  0.872 
 1   9.47 -0.07  1.09956  0.195 3.786  4.373 11.80  0.000 0.00 16.083 16.698 16.675 16.112 15.777 15.485 15.126 14.838 14.811  1.100 
 1   9.47 -0.07  0.92372 -0.222 3.739  4.528 12.80  0.000 0.00 18.125 19.274 19.002 18.242 17.810 17.447 16.960 16.565 16.524  0.924 
 1   9.47 -0.05  0.89810 -0.296 3.730  4.552  9.10  0.000 0.00 14.609 15.901 15.554 14.751 14.298 13.918 13.403 12.985 12.940  0.898 
 1   9.47 -0.05  0.64843 -0.978 3.638  4.725 10.20  0.000 0.00 17.415 20.234 19.241 18.082 17.337 16.739 15.914 15.239 15.144  0.648 
 1   9.47 -0.05  1.19728  0.407 3.801  4.258 13.50  0.000 0.00 17.254 17.750 17.763 17.261 16.956 16.689 16.369 16.113 16.090  1.197 
 1   9.47 -0.03  0.58872 -1.144 3.620  4.776  8.40  0.000 0.00 16.029 19.119 18.065 16.843 16.036 15.357 14.474 13.787 13.676  0.589 
 1   9.47 -0.03  0.77160 -0.641 3.680  4.632 11.80  0.000 0.00 18.173 20.277 19.537 18.539 17.943 17.469 16.790 16.226 16.159  0.772 
 1   9.47 -0.01  1.00044 -0.042 3.758  4.456  9.60  0.000 0.00 14.475 15.403 15.232 14.545 14.152 13.818 13.385 13.036 13.000  1.000 
 1   9.47 -0.01  0.79694 -0.580 3.688  4.617  9.80  0.000 0.00 16.019 17.993 17.310 16.341 15.770 15.313 14.662 14.123 14.061  0.797 
 1   9.47 -0.01  1.16700  0.347 3.793  4.276 10.80  0.000 0.00 14.702 15.269 15.252 14.715 14.395 14.117 13.778 13.508 13.483  1.167 
 1   9.47 -0.01  1.10216  0.214 3.783  4.345 11.30  0.000 0.00 15.536 16.188 16.140 15.562 15.222 14.928 14.564 14.272 14.245  1.102 
 1   9.47  0.03  0.27200 -1.977 3.554  5.011  7.30  0.000 0.00 17.011 21.240 19.950 18.509 17.506 16.371 15.269 14.694 14.469  0.272 
 1   9.47  0.07  0.71938 -0.813 3.653  4.664 10.40  0.000 0.00 17.202 19.834 18.875 17.760 17.063 16.515 15.736 15.090 15.008  0.719 
 1   9.47  0.07  0.80363 -0.584 3.682  4.602 11.00  0.000 0.00 17.229 19.339 18.584 17.583 16.990 16.521 15.850 15.297 15.233  0.804 
 1   9.47  0.07  1.16484  0.316 3.787  4.284 12.10  0.000 0.00 16.080 16.724 16.664 16.095 15.761 15.476 15.125 14.846 14.819  1.165 
 1   9.47  0.09  0.93955 -0.231 3.732  4.518 10.90  0.000 0.00 16.248 17.562 17.187 16.378 15.925 15.553 15.047 14.641 14.597  0.940 
 1   9.47  0.17  1.17483  0.303 3.782  4.278 10.70  0.000 0.00 14.712 15.444 15.332 14.727 14.378 14.085 13.722 13.437 13.409  1.175 
 1   9.47  0.17  1.02758 -0.033 3.752  4.438 12.10  0.000 0.00 16.951 18.017 17.756 17.023 16.612 16.273 15.829 15.478 15.441  1.028 
 1   9.47  0.23  0.19024 -2.321 3.523  5.075  6.20  0.000 0.00 16.773 21.641 20.207 18.662 17.550 16.200 14.956 14.410 14.160  0.190 
 1   9.47  0.23  0.80328 -0.614 3.675  4.603  9.40  0.000 0.00 15.705 18.026 17.154 16.104 15.477 14.991 14.295 13.726 13.657  0.803 
 1   9.47  0.23  0.86069 -0.462 3.696  4.564 11.50  0.000 0.00 17.426 19.386 18.676 17.704 17.145 16.706 16.083 15.580 15.521  0.861 
 1   9.47  0.27  0.25263 -2.061 3.542  5.014  7.30  0.000 0.00 17.223 21.703 20.355 18.871 17.828 16.609 15.453 14.889 14.651  0.253 
 1   9.47  0.33  0.96734 -0.188 3.733  4.491 12.30  0.000 0.00 17.540 18.950 18.496 17.659 17.197 16.829 16.330 15.940 15.896  0.967 
 1   9.49 -0.55  1.15391  0.533 3.839  4.268 10.40  0.000 0.00 13.837 14.098 14.206 13.862 13.632 13.418 13.176 12.983 12.969  1.154 
 1   9.49 -0.43  0.79418 -0.426 3.726  4.613 10.10  0.000 0.00 15.935 17.133 16.877 16.096 15.646 15.256 14.729 14.296 14.246  0.794 
 1   9.49 -0.43  0.72517 -0.628 3.695  4.654 11.10  0.000 0.00 17.440 19.117 18.621 17.720 17.192 16.746 16.121 15.603 15.539  0.725 
 1   9.49 -0.41  0.74980 -0.562 3.705  4.640 10.80  0.000 0.00 16.974 18.503 18.077 17.211 16.708 16.281 15.687 15.197 15.138  0.750 
 1   9.49 -0.39  1.14380  0.484 3.820  4.237 12.10  0.000 0.00 15.660 15.998 16.090 15.682 15.416 15.173 14.891 14.664 14.646  1.144 
 1   9.49 -0.35  0.35234 -1.700 3.589  4.988  8.20  0.000 0.00 17.220 20.653 19.568 18.237 17.336 16.525 15.583 14.985 14.814  0.352 
 1   9.49 -0.35  0.60599 -1.013 3.643  4.752 10.40  0.000 0.00 17.702 20.311 19.425 18.308 17.594 17.023 16.224 15.569 15.472  0.606 
 1   9.49 -0.35  0.80245 -0.428 3.724  4.612 11.90  0.000 0.00 17.740 18.999 18.703 17.906 17.449 17.056 16.523 16.086 16.036  0.802 
 1   9.49 -0.35  1.05740  0.263 3.808  4.379 12.00  0.000 0.00 16.113 16.504 16.596 16.143 15.854 15.593 15.285 15.035 15.016  1.057 
 1   9.49 -0.33  0.46197 -1.410 3.607  4.884  7.00  0.000 0.00 15.294 18.428 17.420 16.162 15.320 14.603 13.710 13.070 12.931  0.462 
 1   9.49 -0.33  0.45304 -1.433 3.605  4.892  8.50  0.000 0.00 16.853 20.010 18.998 17.734 16.886 16.161 15.263 14.627 14.485  0.453 
 1   9.49 -0.33  0.50543 -1.294 3.616  4.846 10.00  0.000 0.00 18.005 21.023 20.033 18.806 17.995 17.320 16.450 15.794 15.667  0.505 
 1   9.49 -0.33  0.92432 -0.117 3.764  4.521 12.60  0.000 0.00 17.663 18.417 18.372 17.740 17.366 17.036 16.616 16.274 16.240  0.924 
 1   9.49 -0.29  0.86741 -0.281 3.741  4.567 11.10  0.000 0.00 16.573 17.619 17.426 16.693 16.272 15.907 15.424 15.030 14.987  0.867 
 1   9.49 -0.27  0.63244 -0.957 3.647  4.731 10.20  0.000 0.00 17.362 19.936 19.047 17.942 17.240 16.682 15.893 15.239 15.148  0.632 
 1   9.49 -0.27  0.91147 -0.179 3.753  4.534 10.90  0.000 0.00 16.116 17.011 16.891 16.208 15.812 15.466 15.018 14.653 14.615  0.911 
 1   9.49 -0.27  1.36342  0.839 3.710  3.520 11.80  0.000 0.00 14.472 15.956 15.545 14.678 14.196 13.780 13.200 12.728 12.675  1.363 
 1   9.49 -0.27  0.91624 -0.167 3.754  4.530 12.10  0.000 0.00 17.287 18.165 18.054 17.377 16.983 16.640 16.195 15.834 15.797  0.916 
 1   9.49 -0.27  1.17799  0.487 3.821  4.252 12.60  0.000 0.00 16.154 16.502 16.578 16.165 15.900 15.661 15.384 15.163 15.146  1.178 
 1   9.49 -0.25  0.99075  0.001 3.774  4.474 10.80  0.000 0.00 15.568 16.236 16.221 15.624 15.269 14.956 14.563 14.244 14.214  0.991 
 1   9.49 -0.25  0.77385 -0.555 3.700  4.629 11.00  0.000 0.00 17.158 18.821 18.310 17.411 16.890 16.457 15.849 15.348 15.289  0.774 
 1   9.49 -0.21  0.87937 -0.283 3.737  4.560  9.30  0.000 0.00 14.776 15.900 15.658 14.903 14.471 14.102 13.609 13.207 13.164  0.879 
 1   9.49 -0.21  0.62724 -0.989 3.642  4.738  9.80  0.000 0.00 17.044 19.733 18.802 17.669 16.944 16.365 15.557 14.895 14.800  0.627 
 1   9.49 -0.21  1.39515  1.138 3.693  3.162 14.80  0.000 0.00 16.726 18.533 17.957 16.998 16.474 16.028 15.389 14.870 14.810  1.395 
 1   9.49 -0.19  1.13690  0.352 3.807  4.314  7.20  0.000 0.00 11.089 11.522 11.575 11.105 10.812 10.552 10.243  9.995  9.974  1.137 
 1   9.49 -0.19  0.42243 -1.534 3.591  4.910  9.10  0.000 0.00 17.706 21.134 20.055 18.750 17.853 17.017 16.061 15.444 15.285  0.422 
 1   9.49 -0.19  1.07218  0.171 3.790  4.402  9.90  0.000 0.00 14.244 14.795 14.815 14.277 13.951 13.664 13.313 13.029 13.003  1.072 
 1   9.49 -0.19  0.85787 -0.345 3.729  4.577 10.90  0.000 0.00 16.531 17.781 17.472 16.679 16.228 15.846 15.328 14.906 14.859  0.858 
 1   9.49 -0.19  0.74722 -0.653 3.684  4.645 11.20  0.000 0.00 17.602 19.575 18.914 17.946 17.369 16.903 16.237 15.684 15.617  0.747 
 1   9.49 -0.17  1.35955  0.893 3.787  3.771  9.10  0.000 0.00 11.637 12.236 12.200 11.663 11.337 11.049 10.690 10.407 10.379  1.360 
 1   9.49 -0.17  1.22432  0.523 3.813  4.202 10.10  0.000 0.00 13.562 13.968 14.014 13.569 13.289 13.042 12.749 12.516 12.496  1.224 
 1   9.49 -0.17  1.28102  0.630 3.807  4.089 11.80  0.000 0.00 14.996 15.442 15.472 15.006 14.715 14.457 14.149 13.904 13.882  1.281 
 1   9.49 -0.15  0.85646 -0.364 3.725  4.579  9.00  0.000 0.00 14.679 16.002 15.651 14.837 14.376 13.987 13.457 13.025 12.978  0.856 
 1   9.49 -0.15  1.27428  0.608 3.807  4.110 10.50  0.000 0.00 13.749 14.195 14.223 13.756 13.467 13.210 12.903 12.660 12.638  1.274 
 1   9.49 -0.13  1.11126  0.236 3.793  4.365  8.60  0.000 0.00 12.780 13.320 13.334 12.805 12.484 12.203 11.861 11.586 11.562  1.111 
 1   9.49 -0.13  1.09598  0.195 3.789  4.383 12.80  0.000 0.00 17.082 17.655 17.657 17.111 16.783 16.496 16.143 15.860 15.834  1.096 
 1   9.49 -0.11  1.33414  0.689 3.791  3.983  8.90  0.000 0.00 11.948 12.520 12.498 11.968 11.647 11.365 11.018 10.743 10.716  1.334 
 1   9.49 -0.11  0.79140 -0.559 3.695  4.620 11.70  0.000 0.00 17.866 19.683 19.084 18.150 17.605 17.162 16.534 16.016 15.956  0.791 
 1   9.49 -0.09  1.00818 -0.006 3.765  4.454  7.60  0.000 0.00 12.384 13.197 13.092 12.444 12.069 11.745 11.332 10.999 10.966  1.008 
 1   9.49 -0.09  0.57876 -1.152 3.621  4.781 10.00  0.000 0.00 17.650 20.704 19.666 18.448 17.646 16.976 16.101 15.417 15.304  0.579 
 1   9.49 -0.09  0.70182 -0.817 3.657  4.675 10.70  0.000 0.00 17.514 20.000 19.117 18.035 17.360 16.827 16.065 15.431 15.350  0.702 
 1   9.49 -0.09  0.89537 -0.285 3.732  4.551 10.90  0.000 0.00 16.383 17.620 17.306 16.518 16.072 15.697 15.190 14.778 14.733  0.895 
 1   9.49 -0.07  1.29538  0.607 3.797  4.077  7.80  0.000 0.00 11.053 11.581 11.574 11.063 10.753 10.481 10.150  9.888  9.863  1.295 
 1   9.49 -0.07  0.46514 -1.449 3.593  4.874  8.80  0.000 0.00 17.192 20.613 19.535 18.248 17.355 16.508 15.546 14.913 14.764  0.465 
 1   9.49 -0.07  0.93278 -0.196 3.742  4.519  9.40  0.000 0.00 14.660 15.765 15.516 14.768 14.344 13.985 13.507 13.120 13.079  0.933 
 1   9.49 -0.07  1.13841  0.282 3.793  4.331 11.70  0.000 0.00 15.764 16.314 16.314 15.783 15.463 15.184 14.845 14.573 14.548  1.138 
 1   9.49 -0.05  0.32503 -1.821 3.568  4.988  8.30  0.000 0.00 17.623 21.535 20.336 18.956 17.989 16.953 15.904 15.323 15.124  0.325 
 1   9.49 -0.03  0.75090 -0.696 3.672  4.644 11.60  0.000 0.00 18.111 20.354 19.555 18.527 17.903 17.411 16.703 16.114 16.044  0.751 
 1   9.49 -0.01  0.56625 -1.205 3.613  4.793  9.50  0.000 0.00 17.282 20.456 19.393 18.156 17.327 16.607 15.704 15.023 14.905  0.566 
 1   9.49 -0.01  0.65286 -0.977 3.636  4.722 10.70  0.000 0.00 17.913 20.769 19.760 18.592 17.842 17.238 16.406 15.728 15.633  0.653 
 1   9.49 -0.01  0.85265 -0.427 3.710  4.581 11.30  0.000 0.00 17.138 18.751 18.239 17.353 16.847 16.433 15.856 15.383 15.330  0.853 
 1   9.49 -0.01  1.47571  1.817 3.666  2.401 11.90  0.000 0.00 12.128 14.596 13.666 12.530 11.932 11.435 10.698 10.109 10.033  1.476 
 1   9.49  0.01  1.29823  0.578 3.791  4.084  6.30  0.000 0.00  9.624 10.218 10.177  9.635  9.312  9.033  8.690  8.419  8.392  1.298 
 1   9.49  0.01  0.41302 -1.589 3.579  4.905  8.10  0.000 0.00 16.842 20.533 19.417 18.103 17.159 16.163 15.134 14.539 14.364  0.413 
 1   9.49  0.01  0.59877 -1.126 3.620  4.766  9.90  0.000 0.00 17.484 20.587 19.525 18.303 17.495 16.813 15.927 15.237 15.127  0.599 
 1   9.49  0.01  0.94289 -0.199 3.740  4.517 10.40  0.000 0.00 15.667 16.837 16.545 15.779 15.346 14.985 14.501 14.110 14.068  0.943 
 1   9.49  0.01  1.33018  0.627 3.787  4.029 11.50  0.000 0.00 14.703 15.337 15.279 14.719 14.389 14.102 13.748 13.468 13.440  1.330 
 1   9.49  0.03  0.38799 -1.655 3.574  4.924  7.00  0.000 0.00 15.907 19.688 18.556 17.229 16.270 15.231 14.182 13.597 13.412  0.388 
 1   9.49  0.03  1.13038  0.261 3.785  4.317 11.00  0.000 0.00 15.118 15.769 15.715 15.139 14.802 14.512 14.153 13.867 13.840  1.130 
 1   9.49  0.03  1.06844  0.110 3.772  4.393 11.80  0.000 0.00 16.296 17.064 16.963 16.335 15.972 15.662 15.271 14.957 14.927  1.068 
 1   9.49  0.05  1.01508 -0.028 3.758  4.451  9.50  0.000 0.00 14.340 15.286 15.099 14.406 14.012 13.680 13.249 12.904 12.869  1.015 
 1   9.49  0.09  1.04428  0.035 3.763  4.419 10.20  0.000 0.00 14.884 15.792 15.617 14.939 14.553 14.228 13.811 13.479 13.445  1.044 
 1   9.49  0.09  0.85232 -0.456 3.701  4.573 11.40  0.000 0.00 17.311 19.117 18.497 17.562 17.026 16.597 15.991 15.496 15.440  0.852 
 1   9.49  0.09  0.85197 -0.457 3.700  4.574 11.60  0.000 0.00 17.513 19.321 18.701 17.765 17.229 16.799 16.192 15.697 15.641  0.852 
 1   9.49  0.11  0.90485 -0.323 3.720  4.542  9.60  0.000 0.00 15.177 16.690 16.213 15.349 14.864 14.470 13.925 13.486 13.438  0.905 
 1   9.49  0.11  0.76173 -0.705 3.665  4.632  9.90  0.000 0.00 16.432 18.859 17.969 16.899 16.245 15.733 15.000 14.395 14.321  0.762 
 1   9.49  0.15  0.99499 -0.104 3.745  4.467  9.60  0.000 0.00 14.629 15.782 15.480 14.720 14.294 13.943 13.479 13.109 13.069  0.995 
 1   9.49  0.21  1.13020  0.207 3.773  4.324  8.80  0.000 0.00 13.052 13.881 13.724 13.079 12.711 12.405 12.021 11.720 11.689  1.130 
 1   9.49  0.25  0.82307 -0.560 3.682  4.588 10.30  0.000 0.00 16.470 18.679 17.855 16.828 16.223 15.754 15.082 14.536 14.471  0.823 
 1   9.49  0.37  0.62734 -1.077 3.620  4.739  9.70  0.000 0.00 17.161 20.380 19.262 18.049 17.235 16.493 15.581 14.883 14.779  0.627 
 1   9.51 -0.59  1.21497  0.707 3.828  4.073 11.20  0.000 0.00 14.204 14.499 14.598 14.232 13.985 13.754 13.486 13.274 13.257  1.215 
 1   9.51 -0.57  1.12638  0.479 3.834  4.292 13.90  0.000 0.00 17.473 17.743 17.860 17.503 17.264 17.041 16.787 16.583 16.569  1.126 
 1   9.51 -0.55  0.47556 -1.323 3.625  4.883  9.90  0.000 0.00 17.977 20.806 19.887 18.696 17.918 17.291 16.455 15.807 15.681  0.476 
 1   9.51 -0.51  0.28835 -1.818 3.592  5.032  8.60  0.000 0.00 17.915 21.248 20.192 18.863 17.975 17.214 16.297 15.705 15.533  0.288 
 1   9.51 -0.51  0.69544 -0.689 3.689  4.673 10.80  0.000 0.00 17.292 19.038 18.518 17.603 17.059 16.601 15.956 15.420 15.352  0.695 
 1   9.51 -0.51  0.80277 -0.373 3.735  4.603 11.30  0.000 0.00 17.003 18.046 17.880 17.145 16.717 16.340 15.840 15.429 15.382  0.803 
 1   9.51 -0.47  0.21059 -2.103 3.572  5.100  7.60  0.000 0.00 17.629 21.467 20.224 18.784 17.827 16.944 15.953 15.382 15.179  0.211 
 1   9.51 -0.41  1.14648  0.502 3.821  4.226 12.50  0.000 0.00 16.015 16.344 16.439 16.038 15.775 15.535 15.255 15.031 15.014  1.146 
 1   9.51 -0.39  0.58341 -1.063 3.639  4.771  8.30  0.000 0.00 15.729 18.384 17.490 16.359 15.633 15.050 14.242 13.585 13.483  0.583 
 1   9.51 -0.39  1.08391  0.350 3.810  4.311  9.50  0.000 0.00 13.395 13.772 13.867 13.426 13.142 12.884 12.580 12.334 12.314  1.084 
 1   9.51 -0.37  0.90130 -0.145 3.762  4.533 13.00  0.000 0.00 18.132 18.888 18.848 18.214 17.839 17.506 17.082 16.736 16.701  0.901 
 1   9.51 -0.35  0.28508 -1.878 3.578  5.030  8.20  0.000 0.00 17.664 21.337 20.173 18.790 17.853 16.974 15.993 15.413 15.224  0.285 
 1   9.51 -0.35  0.66652 -0.828 3.665  4.696 10.60  0.000 0.00 17.441 19.673 18.922 17.896 17.263 16.753 16.024 15.416 15.336  0.667 
 1   9.51 -0.35  1.09660  0.385 3.818  4.311 10.70  0.000 0.00 14.507 14.854 14.947 14.529 14.259 14.014 13.728 13.499 13.481  1.097 
 1   9.51 -0.33  0.82520 -0.371 3.731  4.595  6.70  0.000 0.00 12.398 13.567 13.315 12.545 12.102 11.721 11.209 10.790 10.743  0.825 
 1   9.51 -0.33  0.48555 -1.347 3.612  4.863  9.30  0.000 0.00 17.437 20.509 19.511 18.269 17.443 16.749 15.868 15.220 15.087  0.486 
 1   9.51 -0.33  0.95059 -0.044 3.773  4.496 12.20  0.000 0.00 17.080 17.736 17.737 17.143 16.787 16.471 16.075 15.751 15.721  0.951 
 1   9.51 -0.27  0.84209 -0.352 3.731  4.585 11.00  0.000 0.00 16.649 17.839 17.569 16.793 16.350 15.969 15.458 15.040 14.993  0.842 
 1   9.51 -0.27  1.15828  0.453 3.818  4.265 11.50  0.000 0.00 15.137 15.501 15.575 15.151 14.880 14.636 14.351 14.124 14.105  1.158 
 1   9.51 -0.25  0.61653 -1.008 3.641  4.745  9.20  0.000 0.00 16.489 19.178 18.253 17.119 16.393 15.811 15.002 14.340 14.243  0.617 
 1   9.51 -0.23  0.47653 -1.390 3.604  4.869  8.80  0.000 0.00 17.045 20.240 19.211 17.949 17.097 16.357 15.449 14.803 14.666  0.477 
 1   9.51 -0.21  1.09467  0.255 3.799  4.364 11.10  0.000 0.00 15.232 15.703 15.754 15.257 14.948 14.675 14.347 14.083 14.060  1.095 
 1   9.51 -0.21  0.90314 -0.219 3.745  4.539 11.20  0.000 0.00 16.517 17.532 17.345 16.623 16.209 15.852 15.383 15.001 14.960  0.903 
 1   9.51 -0.19  0.90249 -0.228 3.743  4.540  9.40  0.000 0.00 14.739 15.788 15.581 14.849 14.430 14.071 13.596 13.209 13.168  0.902 
 1   9.51 -0.19  0.74091 -0.670 3.681  4.648  9.80  0.000 0.00 16.245 18.262 17.580 16.603 16.018 15.546 14.871 14.310 14.242  0.741 
 1   9.51 -0.19  1.34899  0.800 3.747  3.702 11.40  0.000 0.00 14.169 15.161 14.971 14.264 13.860 13.507 13.042 12.669 12.629  1.349 
 1   9.51 -0.17  0.72120 -0.732 3.671  4.659 11.60  0.000 0.00 18.201 20.397 19.636 18.618 17.999 17.505 16.796 16.205 16.132  0.721 
 1   9.51 -0.15  0.56677 -1.169 3.621  4.790  9.60  0.000 0.00 17.292 20.319 19.295 18.079 17.280 16.617 15.746 15.066 14.952  0.567 
 1   9.51 -0.15  0.73966 -0.687 3.677  4.649 10.50  0.000 0.00 16.988 19.087 18.363 17.367 16.768 16.288 15.600 15.027 14.958  0.740 
 1   9.51 -0.15  1.18233  0.432 3.808  4.257 11.30  0.000 0.00 14.989 15.423 15.466 14.999 14.709 14.453 14.148 13.905 13.884  1.182 
 1   9.51 -0.15  1.36589  0.735 3.722  3.672 11.80  0.000 0.00 14.732 16.086 15.721 14.894 14.434 14.040 13.499 13.063 13.014  1.366 
 1   9.51 -0.13  0.60109 -1.085 3.629  4.762  8.90  0.000 0.00 16.382 19.312 18.303 17.112 16.338 15.708 14.857 14.175 14.070  0.601 
 1   9.51 -0.11  0.61369 -1.055 3.631  4.752  8.10  0.000 0.00 15.507 18.403 17.400 16.219 15.453 14.833 13.989 13.309 13.207  0.614 
 1   9.51 -0.11  0.55087 -1.220 3.615  4.804  8.70  0.000 0.00 16.520 19.636 18.596 17.363 16.543 15.843 14.952 14.277 14.158  0.551 
 1   9.51 -0.11  0.74164 -0.695 3.675  4.648 11.40  0.000 0.00 17.907 20.066 19.311 18.302 17.692 17.207 16.510 15.930 15.860  0.742 
 1   9.51 -0.11  0.97504 -0.075 3.758  4.480 11.50  0.000 0.00 16.459 17.348 17.210 16.533 16.144 15.809 15.376 15.025 14.990  0.975 
 1   9.51 -0.11  1.14606  0.329 3.799  4.311 11.80  0.000 0.00 15.748 16.242 16.268 15.764 15.455 15.185 14.859 14.598 14.575  1.146 
 1   9.51 -0.11  0.89391 -0.278 3.734  4.549 12.00  0.000 0.00 17.466 18.674 18.377 17.597 17.156 16.782 16.280 15.872 15.828  0.894 
 1   9.51 -0.09  0.49272 -1.377 3.600  4.854  8.50  0.000 0.00 16.713 20.001 18.945 17.676 16.809 16.029 15.097 14.442 14.307  0.493 
 1   9.51 -0.09  0.88845 -0.300 3.731  4.555 10.70  0.000 0.00 16.220 17.482 17.155 16.360 15.910 15.531 15.019 14.603 14.558  0.888 
 1   9.51 -0.09  1.41347  1.516 3.669  2.696 14.80  0.000 0.00 15.780 18.098 17.260 16.167 15.580 15.088 14.364 13.778 13.706  1.413 
 1   9.51 -0.07  0.55195 -1.227 3.613  4.803  8.70  0.000 0.00 16.537 19.692 18.641 17.404 16.575 15.861 14.961 14.286 14.165  0.552 
 1   9.51 -0.07  1.44553  1.858 3.667  2.354 10.10  0.000 0.00 10.225 12.655 11.749 10.622 10.030  9.534  8.799  8.211  8.136  1.446 
 1   9.51 -0.07  0.94065 -0.172 3.745  4.510 10.50  0.000 0.00 15.700 16.766 16.536 15.801 15.382 15.028 14.559 14.179 14.139  0.941 
 1   9.51 -0.07  0.86695 -0.363 3.721  4.570 11.20  0.000 0.00 16.878 18.285 17.882 17.047 16.575 16.181 15.640 15.200 15.151  0.867 
 1   9.51 -0.05  0.64667 -0.981 3.637  4.725 10.10  0.000 0.00 17.322 20.148 19.153 17.992 17.246 16.647 15.819 15.144 15.049  0.647 
 1   9.51 -0.05  1.25680  0.538 3.798  4.136 11.80  0.000 0.00 15.224 15.747 15.743 15.233 14.923 14.653 14.326 14.066 14.041  1.257 
 1   9.51 -0.03  0.74438 -0.714 3.669  4.647  9.60  0.000 0.00 16.154 18.442 17.626 16.588 15.955 15.457 14.739 14.143 14.071  0.744 
 1   9.51 -0.03  0.85641 -0.406 3.714  4.577  9.80  0.000 0.00 15.585 17.131 16.655 15.785 15.290 14.883 14.317 13.855 13.804  0.856 
 1   9.51 -0.03  0.81781 -0.512 3.698  4.602 10.20  0.000 0.00 16.250 18.037 17.442 16.514 15.977 15.542 14.927 14.421 14.363  0.818 
 1   9.51 -0.03  0.86772 -0.376 3.718  4.570 12.30  0.000 0.00 18.009 19.486 19.044 18.191 17.708 17.309 16.757 16.307 16.258  0.868 
 1   9.51 -0.01  0.33741 -1.796 3.568  4.979  8.20  0.000 0.00 17.459 21.372 20.182 18.810 17.841 16.791 15.736 15.154 14.956  0.337 
 1   9.51 -0.01  0.73650 -0.742 3.665  4.652 10.30  0.000 0.00 16.924 19.303 18.450 17.391 16.741 16.230 15.496 14.885 14.810  0.737 
 1   9.51 -0.01  1.13425  0.300 3.789  4.293 12.70  0.000 0.00 16.720 17.325 17.294 16.739 16.410 16.125 15.774 15.495 15.468  1.134 
 1   9.51  0.01  0.21184 -2.186 3.542  5.066  6.90  0.000 0.00 17.136 21.615 20.259 18.769 17.728 16.518 15.369 14.805 14.568  0.212 
 1   9.51  0.01  1.34314  0.651 3.780  3.982 11.60  0.000 0.00 14.743 15.435 15.354 14.767 14.424 14.127 13.755 13.461 13.431  1.343 
 1   9.51  0.03  0.93593 -0.218 3.736  4.519 10.90  0.000 0.00 16.215 17.442 17.118 16.335 15.895 15.528 15.034 14.635 14.593  0.936 
 1   9.51  0.03  1.38032  0.824 3.767  3.770 11.30  0.000 0.00 14.010 14.848 14.693 14.051 13.683 13.367 12.961 12.642 12.608  1.380 
 1   9.51  0.05  0.39458 -1.639 3.574  4.916  8.10  0.000 0.00 16.967 20.744 19.619 18.298 17.338 16.292 15.240 14.654 14.470  0.395 
 1   9.51  0.05  0.59202 -1.148 3.617  4.770  9.50  0.000 0.00 17.139 20.290 19.221 17.994 17.176 16.468 15.569 14.881 14.768  0.592 
 1   9.51  0.05  1.26915  0.522 3.788  4.119 10.20  0.000 0.00 13.666 14.300 14.239 13.679 13.349 13.065 12.715 12.439 12.411  1.269 
 1   9.51  0.05  0.81269 -0.551 3.687  4.595 10.80  0.000 0.00 16.949 18.962 18.254 17.274 16.698 16.240 15.587 15.048 14.986  0.813 
 1   9.51  0.05  1.01446 -0.025 3.758  4.448 11.20  0.000 0.00 16.031 16.975 16.789 16.097 15.703 15.372 14.942 14.597 14.562  1.014 
 1   9.51  0.09  1.47197  2.587 5.099  6.976 11.90  0.000 0.00 10.204 15.554 16.816 17.167 17.323 17.529 17.979 18.122 18.241  0.607 
